Text,Class,Type
And i do not have money to buy a phone card ( incomplete ),None,N/A
How do I find a visa to Florida ?,None,N/A
"I DON'T UNDERSTAND WHAT FOR THE OLD PEOPLE , IT 'S NOT SAID IN THIS SMS .",None,N/A
The centre is in the glise de Dieu de la nouvelle citi es rachets . Since the quake we have n't reveived anything . We are dying of hunger .,Food,need
"Signal FM I salut you for the serious work you do fot hte rest of people who are left alive , and the voice of the weak . I ask you the list of names .",None,N/A
"Good evening to the reader of this message . I would like to know where there is food distribution because we are at Christ Roi Street , at the intersection / entry of Nazon . No one here has tents , food .",Food,need
"I greet everyone in the Utited States I thank you because I saw ADRA bring something for like 250 persons . We find , soap , tooth and towel .",Medical,need
What kind of ilness moskitoes can give after malaria fever ?,Medical,need
Hello we ca n't do this again . Our community is dying of hunger we need . ..,Food,need
i am sharing a can of flour with 8 people for the day .,Food,need
"We are in Fontamara on Louis St the route 1 and 2 we have not receive anything , we need water . Thank you we are waiting on you",Water,need
"Delmas 33 in Silo , need water .",Water,need
Hello I 'd like to know if really there will be more earthquakes again this weekend,Medical,need
tis message is not concern my job,None,N/A
When we 're going to find some water in Lascahobas ?,Water,need
"We are at the Place Clercine , WE have a baby . We need to eat .",Food,need
"I need to let my family know that I am starving , they need to send me money . What Money transfer company is openin my area ..",Food,need
The heart has reason that reason is not aware of !,None,N/A
"If , there is not water in a camp to serve by a person , what can we do for find it?How a person can get a job in ONG and where he can go ? Thank you !",Water,need
"The poor never had any history in this country , now It is better to prepare the future form which he can enjoy .",None,N/A
its been twoo weeks that s wer'aiting for drink we need water to drink,Water,need
Where is the bus station that is taking people to go south . Do the buses travel everyday ?,None,N/A
".. especially with PAM . For help with food , we are in the 5 communal sections of Petion Ville in Montagne Noire . This is OJDSC",Food,need
"REDCROSS WE LIVE TORCEL , TABAR 70 IMPASSE DES LAURIERSET TULIPES NUMER 8,WE ARE 22 IN THE PLACE , WE HAVE NOTHING TO EAT WE NEED FOOD HELP HELP",Food,need
What is the exchange rate for the US dollar ?,None,N/A
We need water and a tent at Delmas 60 . Thank you .,Water,need
sports information . football .,None,N/A
NOTES : This message is not complete . So I ca n't understand it .,None,N/A
We are at Rue St. Martin inside a communial assylum . We do n't have food to eat . Please help us .,Food,need
"IT S NOT NORMAL , YOU TAKE HAITIANS FOR DOGS ? WHEN YOU DROP THE FOOD FROM THE HELICOPTER ? REALLY , WE DESERVE MORE RESPECT THANKS FOR YOUR EFFORTS",Food,need
I AM A JOUNALIST IN GRAND GOAVE I NEED MORE INFO TO TELL THE POPULATION,None,N/A
NOTES : This message is already translate .,None,N/A
"SOS People in the city of Bourdon in the area of Avenue John Brown , Bourdon",Medical,need
"We have peaches garden which consist of 500 trees and all of them were flow away by flood , there were also a big embankment around our garden which not only save of garden but also our village , now the embnkment has completly dimalished , the river has now",Medical,need
We have water but we need food . Please in Masson Leogane .,Food,need
would like more information about the event taking place this friday,None,N/A
"I am anxious to thank you for the fact that you kept your promise , thank you for the minutes that you gave me .",None,N/A
I have a lot of problems and I do not have any food to eat . Can you please give out food in CARREFOUR .,Food,need
to eat tomorrow we ca n't find anythinge we do n't even know what can be done to help me ? Whether it be work or sending me abroad so that I can have a better life,Food,need
How many dollars the French willing to give Haiti about debts of Independence ?,None,N/A
"If I have diarrhe what can I do , I am a survivor",Medical,need
Please Bo Gravel Vob Ta A 41 we are hungry . Need food .,Food,need
"we are living in fafan zone alley ray in kafou we never find something like family tent , food we are 200 person in the shelter .",Food,need
I am very hungry . I am not working . The last time I ate was on Monday . Please help me because I ca n't take it . You can call me . Thanks in advance .,Food,need
"We still ca n't find any food whatsoever and we are actually dying of hunger . Please help us to save the remaining brothers and sisters that are still alive , please .",Food,need
plaese what time the sonar pass in the CAP,None,N/A
I want to have the up dated info,None,N/A
"We 've found some fifty houses which suffered mamages with 6 totally down a not enough food to feed people who came did not give us and not enough tools and seeds to plant , thanks a lot",Food,need
"Do each haitian make money less than the money hi can eat each day , it 's not a help but it 's a way to continue with operating system .",Energy,need
Is it true that there will be more earthquake tonight,Medical,need
"Good Night . We are 8 people who are refugees in Coix des Bouquets , Duval 30 . We would like to benefit from food kits and 2 tents . Thank you for your understanding .",Food,need
I need a job . Can 4636 help me find work ?,None,N/A
Hello Digicel . I 'm looking for work . We have found food but have n't found a tent .,Food,need
"Thanks very much but I have n't been able to find any potable water , I have no money to buy any , I hope you understand",Water,need
Area Jam gulab pahore Area ghulam haidar pahore 's almost 50 houses have been damaged due to the recent flood . Din't receive housing compensation . C.M. of punjab has given only one bedsheet per family and nothing else has been given . Due to cool weather children have been suffering from diseases .,Medical,need
"ATEPRODELG , an association located in Carrefour , Ave St - Martiere # 55 is asking for help",Food,need
"Its food that i need , i do nt have access to internet",Food,need
need some help please we ar at carrefour pernier please verify location . ..,Medical,need
I informs a little about the counterpart of the seism,Food,need
We are at Fort Mercredi ( wednesday ) where can we find tents and treated water .,Water,need
"Good evening , do a good investigation on the authorities and other Haitians bringing food for the people because they passed through Mirabalais to go and stock food in L'Artibonite . I would hope you ..",Food,need
"Thanks for the messages , but I have not had any help yet . Please I need some tents and food for my people . thank you very much .",Food,need
I need a card for my cell phone cause I want to call my uncle at Republique Dominicaine ( santo domingo ) Adresse : Delmas 31 Thanks,None,N/A
Good evening ! I am trained in Agronomy and I would like to work in that field . Thanks,None,N/A
WHere can I find a Hospital in Delmas ?,Medical,need
I 'd love to know if they 've moved the archives office . is it still in the same place ?,None,N/A
"In all our institutions , infrastructure in each county town of the departments and the commune , as : school , hospital and university .",None,N/A
"Would you like this school ? Or God is leading Jesus the censor , the St Mind the professor , the Bible for book the tests to must and the Prayer for soil",None,N/A
"We need assistance in Bizoton 51 rue kl?sine pwolon- je , who want to say t?t m?n the people need food , it 's in our userene is sleeping . Please send . ..",Food,need
"I am in Leoganes , where can I get food ? Please",Food,need
what would you advice to me to do ? I have a passport that has expired for 3 months and I would like to travel .,None,N/A
"I caught an infection , please help me .",Medical,need
"We are in Kenscoff , the earth quake hit us . We need to eat , need tent , clothes , blankets . at nights werewolfs could get us .",Food,need
"Hello this is the housing comittee ( kosad ) in Peguyville , . ..",None,N/A
"I WAS OPERATED IN MY FOOT THE SAME DAY , I CANNOT FIND THIS DOCTOR TO TAKE OFF THIS THING FROM MY FOOT",None,N/A
"People who are living in Sousmalta , by the national street , number # 1 , do n't have any water , nothing .",Water,need
".. tents and water , the situation will get worse if the concerned authorities do n't act ..",Water,need
"why do n't you ever past by me , I do n't have any where to sleeps , I 'm starving . I see that is only one part that is finding what you 're doing is n't wreat , I'm waiting for your answer .",Food,need
We are in thomazo and we need food specialy in la hatte,Food,need
"Good evening , I want to know if 4636 can help me find a job ?",None,N/A
Required 20ltrs canes mineral water for SLRC relief camp,Water,need
You do not pass to see me at all what I have done to you ?,None,N/A
"croix des bouquets , streetfalaise.we have not food and shelter .",Food,need
"We are in needs of tents and water at Mahotiere 77 , carrefour trofort",Water,need
On what working area the translators should have a post .,None,N/A
There are some people that I know in central Port - au - Prince on whom blocks fell who have n't been cared for at all .,Medical,need
what we must to do for stoping the stress,None,N/A
What advice that the ONG give to the people who are shrunk and who cough ?,None,N/A
Digicel ! Do not let me die of hunger and the name of God will bless you . Svp !,Food,need
We demand the government to its intervention in the common Granthier more particularly in Galet Chambon ... because since Jan. 12 we did not see anyone,None,N/A
I am a chauffeur truck I get a lot of messengers very important but I would get find some job because I have several months of our foreign GOUVERNMENTS a free . god bless you and bless our country .,None,N/A
"Do n't forget the provinces like Mawouj in a little underprivileged area where a lot of people coming from Port - au - Prince came in , the food products became very expensive",Food,need
"Good evening , this is the commune of Thomazeau , the first section of Trou Caiman . Things are not good at all . a little can of rice is 50 , see what you can do for us . Au Revoir",Food,need
I am a student looking to do correspondence lessons in Santo Domingo . How do I go about this ?,None,N/A
I am no longer under the decombres,Medical,need
I would like to know if someone wants to remake his birth certificate where he can go .,None,N/A
"We are part of O. J. D. S. C. N ) KI SE OGanizasyon JEN POU DEVLOPMAN SOSYAL AK KILTIREL NAN NAZON ( Organization for National Social and Cultural Development ) . Our base is at Pierre Baptiste . Please help us , we have no water .",Water,need
"The distribution is not well planned in some Communes ( sections ) . They give the aid to their acquaintances . There are places ( houses ) with 10 people , all receive tents , box of food and tarpaulins ( canvas ) . In Gressier , the victims ..",Food,need
"We have a commitee from Santo 15 nameAjeans : Youth Association in action for a new society that was founded in September 2009 , the president is ..",None,N/A
"( .. ) the wounded , but without ( blood ) transfusion . Thanks .",Medical,need
where is food being distributed today ? i am a disaster victim in Sovona ?,Food,need
"we r dying of hunger in Fontamara 29 , we do n't have any homes",Food,need
"I would like to know what the price is for Dominican visa , and where I can get it quickly !",None,N/A
"Yesturday In the communal section Petit boukan , food aid has not distribute",Food,need
In Gonaives there is a lot of damaged property but noone is helping .,Medical,need
"food required at Karora , Dist Shangla",Food,need
"I am asthmatic ca n't i take injection , what i have to do or what i suppose to take in the place of i wait your answer .",Medical,need
NOTES : This kind of message is not important for my work .,None,N/A
"Hello , I search Jobs . Whenever",None,N/A
"Almost everyone in Carrefour is hungry . People in Repo 32 and 50 , Lamantin 52 and 54 .",Food,need
"Centre d'hbergement Mathodiste never found food , they need it there .",Food,need
"please i have problems i am hungry , do something now i went to school i need to eat find me a job now",Food,need
We are not getting anything in delmas 2 . Water only,Medical,need
"ONG , say treat the water with AKWATAB or a little clorox to dring it . If you put clorox wait while 30 minutes .",None,N/A
When the school will re - start in Port au Prince and Croix - des - Bouquets,None,N/A
Who are the foreing ministery now.we needs to legalise a piece .,None,N/A
We are in Sainte Bernadette . There are 2 areas that have not received anything . We are buying water ( warm ) for 5 gourdes .,Water,need
We find no potable water for us to drink . People area of TNH ( Tele National D'Haiti ),Water,need
"Some families at Arcachon 34 , Carrefour , need aid and refuge .",Medical,need
During the quake my head was hit hard . Since then it gives me lots of problems . Something is wrong . I can not see well . I would like to now where I can find help .,Medical,need
I work in the civil engineering field . Where can I drop off a CV ?,None,N/A
Thank you for all your information . I want to to pass this important information for me . People from the Mandine zone can not live because they do not have tants and food,Food,need
what should i do to get a job from you guys ?,None,N/A
"I give us a lot of thank for these good informations , do not slovenly , do not discourage . I share them thank you , Good afternoon . May God bless us .",None,N/A
"I 'm living in Bomone . There are more than 5800 victims that come here after the earthquake . There are 2 problems that they are coming back to port - au - prince : They can not find jobs , Not enough food distribution . CRS gave food two times but it was wheat whith corn flour .",Food,need
I want to know more about what the organization are doing .,None,N/A
In evaillant street ( haiti)there 's not electricity and we can not sleep because of animals that bother us .,Energy,need
PLEASE HELP THOSE IN THOMASIN 32 GO TO LABOULE THEY NEED FOOD AND TENTS ALL OVER ARE NEEDED,Food,need
"How come you never came . It 's us that . .. food , you are letting us die of hunger .",Food,need
NOTES : message is request for information . translator entering name for database .,None,N/A
"Hello , if the message gets to you , we are having difficulties to get ( supplies / things ? ) because of our children . Its very urgent that we get tents and medicine . what we should - then it is cut off",Medical,need
"In our village Kachipur flood has done great damage . our crops , homes and business all have been destroyed . But the Government has not helped us till now . Location is Village Kachipul District Kambarshada",Food,need
"If one of you do n't have one talent between the 21 talent , you 're not conforme to a christian!eph 4:10 - 13 , Roman 12:6 - 8 . N B : jacq4:17 .",None,N/A
"Hello , how did the people that were injured , their house broken down have the time to get out of Port - au - Prince ? How can I take advantage of that ?",Medical,need
Give the Americans the opportunity to rebuild Haiti,None,N/A
"hello to you , please , i would like to know how to find care for my husband , he is fractured in hand and foot and can not walk , thankyou",Medical,need
I 'm dying of hunger do something for Haiti . Please .,Food,need
We need help and food . I 'm in Mais Gate 8 prolonged . Please do this quick for us,Food,need
"We are in Carrefour , the Waney 93 area , we are hungary we have nothing to eat",Food,need
"Good morning 4636 . We are really hungry , we are dying here . we do not have anything . please help us .",Food,need
that what a profesial must make to find an uses,None,N/A
happy eid to allah team and family from KOTLY SATTIAN RAFFANA MUBEEN,Water,need
Could you please give me a job ? because I 'm in the misery .,None,N/A
"We do n't have that problem , ours is a water problem , see how you can help , our address is the Church of God Evangelic mission , we are about 200 who await help ( Egliz de Dieu Misyon Evangelik )",Water,need
I would like to know if immigration at started the procedures for the passport yet . Thanks,None,N/A
"Tell me what i must do , if during the earthquake I 've got a person that loose his mind and never get his good sence again , I went to saint catrine hospital they give him medicaments however nothing gon na be allright .",Medical,need
"Please ! Please ! In the church Saint Antoine ( St Anthony church ) located in Nazon ( Port - au - Prince in downtown ) , in Impasse Medilien , ( Street or dead end street ) there are 100 people still trapped under the rubble . Please come and help us . Please in Nazon . ..",Medical,need
NOTES : This message is not so clear to translate .,None,N/A
people would like to know how to get a passport these days ?,None,N/A
The social Class of the feudal period is : 1st the suzerains lords and massifs . 2nd the ugly serf . 3rd The loughman peasant .,None,N/A
i would love to find a Acellphone card i do n't know where they 're giving them out,None,N/A
Please come see us we 're in martissan 7 go straight the maniga street we need some place to sleep because we have a lot of children we need food also,Food,need
in what place is The National archive ? to give the I date that he / it takes his / its function,None,N/A
pleas we are in Renaissance village on the new road . we are dying of hunger pleas help TN New road is the road built by the army that links city solei directly to the national 1 highway . there are many old sugarcane worker villages turned into slums or poor residential neighbor hods in this area,Food,need
"I am hungry and ca n't find any food , where can I go to get help ?",Food,need
I would like to receive more information .,None,N/A
"Good evening , you say that you give priority to the people who are the most affected . Please , what can you for me who just came out of the earthquake ? Now I am starving to death . Please , do something ..",Food,need
"i should like to know , what happen about the reopening the states universities",None,N/A
yes we understand all the things the health ministry i saying but how are we supposed to find these things in the first place we are not working and we have no help . tell them what they can do to help,Medical,need
I would like to write down in this program .,None,N/A
"EDH PLEASE COME BY CARREFOUR B TO HELP OUR KIDS , THEY WILL DIE FROM HUNGER",Food,need
"why do , we never find a response for the trip to Senegal ? yes we need to to to Africa , me my self , one of my little Brother and a fiend of mine .",None,N/A
"The housing center of Fontamara 27 to Bas Castera is waiting your visit . Very urgent . In fact , we are all lost .",None,N/A
IN TOMGATO THERE IS NO FOOD NO WATER,Food,need
I would like to know when they will do the permanent bacc .,None,N/A
really dying from hunger thank you very much,Food,need
"Boul I mother does not like my two phones . I am Hungry , Please",Food,need
I have my cousin who has a girlfriend with HIV . What kind of precautions can he take ?,Medical,need
"My darling , since my arrive I start has to cry because I love you of much . Please answer me darling I do n't feel so good I remember you when we were in the market .",None,N/A
What is the Exchange rate between the gourdes and the dollars ?,None,N/A
I am at La Plain Marin 22 Imp . Desmond # 2 . I am hungry and dying ?,Food,need
"4636 : Food has gotten more expensive in PaP after the earthquake . A measure ( can ? ) of rice is selling for 250gd now , before it used to be 200gd . Corn is 125gd , before it was 100gd .",Food,need
"in jacmel we have nothing that has reached us , people are starting to get sick . we are asking for help",Medical,need
medicine for sick people are at gonaives,Medical,need
we need medical held in Tomazo(Hatte Cadette ),Medical,need
"The minister of education will open the schools next April , I think is very an good idea of it because if it remains to close the children will be victim twice",None,N/A
I 'm Chof I graduated in 2007 as civil ingenior in construction . Please could you help me to find a job,None,N/A
"I 'm in Port - de - Paix , Haiti , where i am a refugee . I lost everything . I need food .",Food,need
"WHAT CAN WE DO WHEN A PERSON HAS DIARHERA ROUJOL , COLD , I NEED MEDICS FOR A KID 8 YEARS OLD",Medical,need
"look , i have n't found this food yet in the northwest",Food,need
I would like advice on how I can live .,None,N/A
Will be have school to morrow in port - au - prince ?,None,N/A
A LOT OF PEOPLE ARE SAYING THAT THE EARTHQUAKE WILL FINISH ON FEBRUARY 12 IS IT THRUE,Medical,need
Which is the number of the police force I need some informations on the candidates who do not have undergoes examen.me also I had registered it 2 years ago .,None,N/A
"I HAVE A LOT OF SPOTS , PLEASE HELP ME",Medical,need
We do not have food or money . We will go to our country side Port Salut,Food,need
The house is broken . There are 5 people who have been injured . We need urgent assistance . Please call the number for location .,Medical,need
We are 350 survivors in kenskof in guibert 67 . We are starving .,Food,need
Where Archives will receive the requests,None,N/A
"i need more informations about what you said , i do n't really understand it . Be more explicit .",None,N/A
People in Petit Goaves need medical assistance as well . Please be aware of that as well .,Medical,need
"We need the food card and tents because in Faustin , 1 Brutus street . We did n't all get the card , please tell me where to go to get it .",Food,need
".. . who need food , they leave the other place . Please help us .",Food,need
i need a bit of information please,None,N/A
Is there anyone that has a ride going to St Domingo ?,None,N/A
what number I have to dail if I want to know the number that 's out in the lottery,None,N/A
"Where we located , we do n't get anything like that . It 's the JPP ( Jeunesse Pouvoir Populaire / Political affiliation ) that we take around here . ..",None,N/A
"we need job in whateverONG Because we not find help in the areawout frecitypetionville . we ask some water , the responsable decid bought it .",Water,need
I need to get more information please !,None,N/A
I live in the zone called Karade south of the Route Tabarre . There are 1000 people who live south of this without food or water .,Food,need
"WE ARE ASKING YOU FOR HELP , WE HAVE NO FOOD , NO TENTS",Food,need
Do you think that a person with an exipred visa can still go to Santo Domingo ?,None,N/A
Do united nation will continue with the food distribution in Lascahobas .,Food,need
"We are at Gressier we needs assistance right away . ASAP , Come help us .",Medical,need
he is resting but hurting a lot,Medical,need
"Still in the area Fort Jack , route Kalbas . We have yet to find food along with the fact that there are people who need tents / place to stay because their houses fell . Give them a card",Food,need
"I DON'T WORK , PLEASE SAY THAT TO MINUSTAH AND UN FOR ME .",None,N/A
THEY DONT GET HELP AND DOCTORS,Medical,need
"Hello , Digiciel is he the best network in the country . I am aware that you are doing a lot for us in our time of need . Thank you Digiciel . Can you put a little money for me",None,N/A
"Good evening , I need information Please",Energy,need
"it by Christoph avenue channel , we are dying of hunger .",Food,need
"Committee , Delmas 33 Citron send message for people in Citron who are hungry aid has yet to get here please",Food,need
"thank you , we need help at delmas 57 , please",Medical,need
Delmas 41 impasse myrthe zone Faustin the 1st . there is nothing there people need tents and food there are babies .,Food,need
I want information about my country .,None,N/A
Nokia.com http://ea.mobile.nokia.com/ea/graphics,None,N/A
"Hello , my people are pleading for you to find a way to bring a little water for us near Mais Gate . Thank you",Water,need
I would like to have more information about the temporary asylum Senegal is giving to the Haitians in difficulties ?,Medical,need
We need water at dampus . Please help .,Water,need
I want a job . Where are the jobs ?,None,N/A
Save us my friends . We are dying of hunger . .. .,Food,need
"SOS , for the people in Mariani , all the houses are destroyed , we did not find any help at all since the 12 of January , we are starving , SOS",Food,need
"Good evening chief , I m waiting at Port de Paix . I have a problem ca nt get anything to eat ?",None,N/A
Very bad district ghotki village abbas sanghar,None,N/A
HELP IN HOUSE CONTRACT- IN BABIES R SUF ERING PNEUMONIA AND OTHER DESEASES,None,N/A
this moment is for thinking and to seing .,None,N/A
"we must go now because my father talk a lot , i said him i am going to find water.we must to go find the water too . send me a response . i will put my blue skirt ' ' jean '' who got the color creme",Water,need
"People in grand goave , especially n Foch . we are hungry and we are sleeping in the street . please help",Food,need
"The hospital for Doctors without Borders at Delmas 19 is closed . The hospital St - Louis de Gonzague at Delmas 33 takes care of all sickly and injured patients , free of charge",Medical,need
Give a bit of information about the school year,None,N/A
MY CALLS CANNOT GET THROUGH GIVE ME A CHANCE,None,N/A
"IT LOOKS LIKE THE REAL VICTIMES DONT HAVE FOOD , THEY SELL IT FOR 50 GOURDES , THE RASTAS SMOKE POT",Food,need
the message is not important to translate,None,N/A
"I need help , food for victims who are in Saint Raphael Nord .",Food,need
Please what is the new message ?,None,N/A
I would like to know where they are giving out coupons for food distribution .,Food,need
We are dying of hunger please there is nothing to eat . please help,Food,need
I 'm on the road with family and children . I do n't have a home I sleeping near the Adventist Hospital Diquini in Carefour my house is destroyed please help me .,Medical,need
The national archive is it functional ?,None,N/A
"They sleep in vast open spaces , They are drinking filthy water from an unreliable water source , I am worried a lot since I do n't know what to do . Please , find a way for me to continue . ..",Water,need
I want to enroll in this service . My phone is ..,None,N/A
"Hello , is it true 2012 is the end of the world",None,N/A
i 'd like to know why they do nt wanna pay teachers in 3rd cycle who have been working since 3 years,None,N/A
"My friends I ca n't take it anymore . I have no home , I am suffering with my wife and two children . All my clothes are gone I 'm hungry .",Food,need
"I would like to work , where can I do that",None,N/A
"No country will advance without education , and in the end closing a school is opening prison doors",None,N/A
"Transmit this message for us please , We need electricity in the area of Warf Jeremie . Thank you",Energy,need
Alo evening or is it that I can go to find a hospital with a woman belt which is full .,None,N/A
We need Help . Before the earthquake we had two weeks rainning where we lost all our plantation and all our betails were killed .,Food,need
Is it true there 's a University in the Dominican Republic that is taking Haitian students ?,None,N/A
I need information on travelling to Canada,None,N/A
Have they a date the replies will finish ?,None,N/A
"Can you please tell us at which number we can find the radio ? Do they speak creole ? Thank you . because we understand the people of ti boucan , we ca n't handle the hunger any longer . It is killing us .",Food,need
NOTES : Personal comment . Not an emergency .,None,N/A
"Hello I am a student of L'ecole Sorbonne , the school has colapsed and I 'm wounded , my home is also destroyed and we have n't found anything salvageable . We need help , please send help .",Medical,need
we say many thanks . .. we hope this wo nt ? ? ?,None,N/A
"NOTES : It 's not important , it 's a person that jorking .",None,N/A
"If someone wants to pull out a tooth , where it can go please Thanks .",None,N/A
For us to sleep and I am a student in my 2nd year in good in science Is it possible that we can get help please ?,Medical,need
Hello just wondering how much food is being delivered,Food,need
"every -2 hours ask for grace , forgiveness and mercy for haiti . it has to be faith and go to take us out of here . send this message to 10 other people",Medical,need
He is tying to find out if there is a water distribution center in Jacmel,Water,need
I would like to know where could I find a birth certificate if they start to give .,Medical,need
what number of Winner in lotterie NY .,None,N/A
Hello concerning the food distribution for 3500 people suffering in delmas 33 on the football field,Food,need
"Hey , send for Haiti we do n't send a water bag . I want to know if jesus wan't come in the earth for every body , cause i see in all the zone , our is more neglijed .",Water,need
A gentle tongue can break bones .,None,N/A
"I NEED A JOB PLEASE I AM A MECANIC , VIDEOGRAPH , COMPUTER , I SPEAK ENGLISH , FRENCH , CREOLE , I AM ALSO A DRIVER , ANSWER ME PLEASE",None,N/A
"clothing , food and tents because the sun and the rain are giving us a really hard time . ( incomplete )",Food,need
we are in Lizon . Even a bucket of water would be so helpful to us,Water,need
I did not receive yet the info you send on each phone,None,N/A
"We have a problem with the food that is given to us . We are not use to eat this kind of food and we are scared to eat it . Also , before eating it we have to check the expiration date .",Food,need
what do you think about the opening of the school .,None,N/A
"everyone can find food I MUST BUY MY CARDS ? IT 'S NOT FAIR , THOSE CARDS DISTRIBUTORS ARE SELLING THE CARD , CALL ME I WILL INDICATE WHO DID IT",Food,need
"Is like this they takecare of us ? If not , what kind of precaution should people who 's living in the same place with people that 's sick can take . Please 4636,i'll take of your answer right now .",Medical,need
Be a pillar on which those hardships have the right to file their burden,None,N/A
I received the message . Thank you .,None,N/A
ONG say : if you need work what you can do,None,N/A
we have no water what can you do for us,Water,need
Are there jobs for for people who speak English,None,N/A
"In the provinces there is never electricity , most of all in the region of Bas - Artibonite , in the commune of Verrettes",Energy,need
"Tell us , people silo near kamep do n't have water .",Water,need
"i need a job , send me reply , please ! ok",None,N/A
We have food shortage here in Pestel,Food,need
"I am in Carrefour , I ca n't find food nor water to drink",Energy,need
"If I am from the central plateau , where can I get a free ride out and I am homeless , I live tons of rain , Route Freres , even it is little",Food,need
"Are there going to be any flights that come in from Martinique , please ? or Are there going to be any flights that are going to Martinique ?",None,N/A
I would like to know the latest news .,None,N/A
"I Have a trouble , I GIVE BIRTH WITH A BABY , PLEASE HELP ME FIND A GYNECOLOG DOCTOR!THAT 'S ALLOW I SUFFER SO DEEP OF MY HEART AFTER 3 YEARS OF WEDDING .",None,N/A
Bring food for all the refugees in the city of Gonaives,Food,need
"I am a viuctim . I am in Moinret Bonrepos . I sleep in the streets with my wife and child . I have no food to give them , please tell us what to do and what you can do for us",Food,need
we are starving . we 're asking for your help . we 're the union center located at Mariani ( carrefour ) 1b extended dessalines street dead end,Food,need
"You have put 2 - 3 helicopter in the air that are dropping tiny bags of water , but those most in need are not receiving if you have god please help these people",Water,need
i am at delmas 40 . we have nothing to eat . Location approximate . .. could not find delmas 40 on map . locate gps point midway between delmas 32 and delmas 48 Sebastien Cournoyer,Food,need
"In that difficult period , where can people can find or get good hygiene . .. ?",Medical,need
"Health work , food , protection .",Food,need
"Were about to starving , DIGECEL save us from the misery even card we canut put what about food we d find were living in bwa kara 2 inside of Silo thank u",Food,need
I 'd like to sign up under the program .,None,N/A
They have not given us food in the area around my house near Marotiere 77 . Where can I go to get food ?,Food,need
"we great united nations and the other NGO who are giving the service in the country haiti , make to know there are some associations are asking in the name of section community",None,N/A
The last informations political and scientific .,None,N/A
"Carrefour , Mahotiere 81 and rue Desdune . We have never found anything , not even a bag of water .",Water,need
"What do we make on the earth and for what reason are we there ? Why it is the pain , the suffering that is common entire humanity ,",None,N/A
"If they do n't give me a card and food has been distributed in my area , what will be don for me , because I did not get anything . It 's a good neighbor / samaritan who gave me a little from his / hers .",Food,need
"we want people to know that people that were in Port au Prince that came to Cap - Haitian have no food to eat . ( Cap - Haitien is in the north , 250 km from Port au Prince )",Food,need
I am in Croix - des - Bouquets . We have health issues . They ( workers ) are in Santo 15 . ( an area in Croix - des - Bouquets ),Medical,need
An information please : where is the bus station to go to Jrmie ?,None,N/A
Information on viruses / bacteria and vaginal infections,None,N/A
"I am on the site of P Salezyen ( Salesian Fathers ) in Carrefour , the area of To . We still have never received any food . Is it that our turn still has not come ? Thanks .",Food,need
"i see , you do n't send me messages",None,N/A
"People do n't have no food neither , they would need to find some hot plates of food till they can",Food,need
Sent some minutes for me please !,None,N/A
what type of behaviour we suppose to have in rainy season .,Medical,need
people of the area laplaine in marin needs electricity since before yesterday they do n't give it,Energy,need
I would like to have information on all .,None,N/A
"Tell the experts for me there is no water , no homes , not tents . ..",Water,need
"I do n't know Rue du Muguet , Route de Desprez 7 . Is there another location on the Airport Road ?",None,N/A
"We have no money , we are hungry in Fermathe 59",Food,need
NOTES : This message is not important my task .,None,N/A
Good Morning please I would like to participate in the 4636 service,None,N/A
"I 'm greet you , we do a good job , I 'm a student in communication . Where I can to take somebody for to work ?",None,N/A
I would like to find food at least to take care of the people who are in my care or a little money . Christ come bac,Food,need
There 's no help where I am before the earthquake . The water was no good now it 's worse . It ruined everyone 's teeth .,Water,need
"Many people are suffering from Syphilis in our area , but the health expects - ( doctors ) are only interesting with Aids people .",Medical,need
Can you relay this message for me . we are people in Place Mais Gate . we are asking the autorities to send a tent and some food to us,Food,need
"I 'd like to find a job in translation , plz .",None,N/A
Please help us . We are dying of hunger . A lot of houses have been destroyed . We are not doing well,Food,need
we need carpets and drinking water . FAVAJ,Water,need
We have a social center in Gonaive with more than 100 people to feed . Can you please help us ?,Food,need
where can people go to get the PAM card . the people in my neighborhood are getting sick from sleeping outside . some have a cold and fever .,Medical,need
Good evening . we are writing to ask you for a little help in the Sibert area . We are calling for something to eat . We have n't eaten anything yet . We ask you please do us a favor .,Food,need
"We have n't found / recieved any food in Delmas 33 , the Adoken district",Food,need
"They are asking for electricity to be available 24 hours a day , the electric company EDH has n't provided any electricity .",Energy,need
I would we know if they call us . We sent our resumes on www.job.com ?,None,N/A
"in our village kachipul , floods have destroyed our house , crops and our daily income.gov.t has not done anything yet . Location : vilage kachipul distt : kambr shadadkot .plz visit your city kachipul",Food,need
My house has been destroyed and I m death angry cause i did n't find food,Food,need
There 's no one to send me money,Medical,need
"What do I have to do , where do I have to go to find medical care ?",Medical,need
"Good morning , president Preval . The people at Lagonave are dying of hunger .",Food,need
It 's been 12 days since people of Butte - Boyer have had no food . I would like to know when will people in Butte - Boyer and Clercine will find food relief .,Food,need
where can i go to find scholarship .,None,N/A
i salut you for all you are doing to help us now . this is actually for the adress of a ciper cafe that is working . i will send it later . TN we had several messages about this yesterday . i suspect this is guy is advertising that he is up and running .,None,N/A
I would like to know where Senegal Embassy 's located . Or who is the best person that can provide information about it .,None,N/A
"Sacre - Coeur Hospital which located in this village Milot 14 km south of Oakp is ready to receive those who are injured . Therefore , we are asking those who are sick to report to that hospital .",Medical,need
"NOTES : this is not important , It 's a person that jorking .",None,N/A
